date_start,date_end,price_start,price_end,range_start_min,range_start_max,range_end_min,range_end_max,amount0_start,amount1_start,amount0_end,amount1_end,value_start,value_hold,value_end,il,il_value,il_net,rebalance_cost,net_value_after_cost,day_volum_expected,cumulative_il,cumulative_rebalance_cost,cumulative_il_net,cumulative_volum,min_apr_required
2023-06-28,2023-06-29,0.058514,0.058474,0.0560870533943866,0.0610167550777861,0.0560870533943866,0.0610167550777861,849693.0248764945,50281.0623423768,863714.4520771243,49460.893027644575,100000.0,99966.01227900494,99965.73189840233,-2.8047592998241445e-06,-0.2803806026058737,-6.906306264427641e-06,0.41001529422171795,99965.3218831081,259.26938323168844,-0.2803806026058737,0.41001529422171795,-0.6903958968275916,1380.7917936551833,0.00047332882520054225
2023-06-29,2023-06-30,0.058474,0.058397,0.0560870533943866,0.0610167550777861,0.0559911780894389,0.0609124529323539,864010.5320840733,49477.848146915894,891051.5929641533,47897.690576814035,100000.0,99933.47118902951,99932.4304511417,-1.0414307393032792e-05,-1.0407378878153395,-1.8317859250279626e-05,0.7898293718169181,99931.64062176988,501.8170319968427,-1.3211184904212132,1.1998446660386362,-2.5209631564598496,5041.926312919699,0.0009164353146018926
2023-06-30,2023-07-02,0.058397,0.05828423,0.0559911780894389,0.0609124529323539,0.0559911780894389,0.0609124529323539,857241.6309645909,49939.660476560784,896967.2794179627,47622.042796940914,100000.0,99903.32886127612,99901.09001301171,-2.2410146788254366e-05,-2.238848264416447,-3.4004106995254075e-05,1.158275219366705,99899.93173779234,2161.146090099484,-3.55996675483766,2.3581198854053413,-5.9180866402430015,11836.173280486002,0.003947996577332496
2023-07-02,2023-07-03,0.05828423,0.0583913,0.0559911780894389,0.0609124529323539,0.0560870533943866,0.0610167550777861,897855.3480258688,47669.19238893023,860097.5386188411,49871.89767355613,100000.0,100096.13337211314,100094.11108031047,-2.0203495724977092e-05,-2.0222918026702246,-3.121147783877834e-05,1.101856445827267,100093.00922386465,1840.870713685915,-5.582258557507885,3.4599763312326086,-9.042234888740493,18084.469777480987,0.0033564302796807196
2023-07-03,2023-07-04,0.0583913,0.0586072,0.0560870533943866,0.0610167550777861,0.0562788040042819,0.0612253593686503,893704.7744111379,47815.416405926924,817953.1767276706,52246.820511747595,100000.0,100192.95086079536,100184.76593086153,-8.169167454911454e-05,-8.18492993383552,-0.00010382732654192975,2.2178362923886663,100182.54809456914,11934.187282893707,-13.767188491343404,5.677812623621275,-19.44500111496468,38890.002229929356,0.021739724187519217
2023-07-04,2023-07-05,0.0586072,0.05864061,0.0562788040042819,0.0612253593686503,0.0562788040042819,0.0612253593686503,884847.127184404,48141.58744767819,873183.7530431263,48825.33995755635,99999.99999999999,100029.56274251922,100029.36787809464,-1.9480683434298375e-06,-0.19486442458583042,-5.366295947393536e-06,0.3419238125812894,100029.02595428206,294.1187759909179,-13.962052915929235,6.019736436202565,-19.9817893521318,39963.57870426359,0.000536609175454933
2023-07-05,2023-07-06,0.05864061,0.05878632,0.0562788040042819,0.0612253593686503,0.0558953027844912,0.0608081507869218,872927.392790557,48811.00520105214,822191.4762373276,51789.884368512336,100000.0,100127.19425040353,100123.49559187227,-3.693960026489306e-05,-3.698658531255205,-5.1824629042908776e-05,1.4903961678791011,100122.00519570439,4416.524726752207,-17.66071144718444,7.510132604081666,-25.170844051266105,50341.68810253221,0.00805021596447046
2023-07-06,2023-07-07,0.05878632,0.05801376,0.0558953027844912,0.0608081507869218,0.0557035521745959,0.0605995464960576,684490.7262672245,59761.30912862254,955442.0090333631,43938.08952139441,100000.0,99471.189844515,99366.87292737377,-0.0010487148822115179,-104.31691714123008,-0.001128019717760037,7.888546352441068,99358.98438102134,192856.741577578,-121.97762858841452,15.398678956522733,-137.37630754493725,274752.6150898745,0.3542061282700588
2023-07-07,2023-07-09,0.05801376,0.0582401,0.0557035521745959,0.0605995464960576,0.0558953027844912,0.0608081507869218,891939.942885618,48255.21021902007,811501.1935662739,52930.858908212984,100000.00000000001,100201.88168667274,100192.76957163213,-9.093756411784639e-05,-9.11211504061066,-0.00011429272697274648,2.340231265163842,100190.42934036697,13543.767550893637,-131.08974362902518,17.738910221686574,-148.82865385071176,297657.30770142353,0.02466981987428681
2023-07-09,2023-07-10,0.0582401,0.05829768,0.0558953027844912,0.0608081507869218,0.0560870533943866,0.0610167550777861,879247.1611492309,48792.55740995268,858898.4374085829,49978.25481050847,100000.0,100050.62705153896,100050.04106705406,-5.856879683541511e-06,-0.5859844849037472,-1.1783829637969771e-05,0.5929950594477156,100049.44807199462,14.021149087936724,-131.67572811392893,18.33190528113429,-150.0076333950632,300015.2667901264,2.557579868291599e-05
