price_open,price_hight,price_low,price_vwap,timestamp,date,log_return,price_min_expected,price_max_expected
0.058514,0.05865791,0.05834306,0.0585,1687910400,2023-06-28,,0.05608705339438662,0.06101675507778611
0.058474,0.05857884,0.05824689,0.0585,1687996800,2023-06-29,0.0,0.05608705339438662,0.06101675507778611
0.058397,0.058661,0.05818182,0.0584,1688083200,2023-06-30,-0.00171086440362943,0.055991178089438945,0.06091245293235399
0.05828423,0.0583946,0.058221,0.0584,1688256000,2023-07-02,0.0,0.055991178089438945,0.06091245293235399
0.0583913,0.05868558,0.0582591,0.0585,1688342400,2023-07-03,0.0017108644036293876,0.05608705339438662,0.06101675507778611
0.0586072,0.05875751,0.05851892,0.0587,1688428800,2023-07-04,0.0034129725962399426,0.05627880400428196,0.06122535936865033
0.05864061,0.0588838,0.05851307,0.0587,1688515200,2023-07-05,0.0,0.05627880400428196,0.06122535936865033
0.05878632,0.05881869,0.05747886,0.0583,1688601600,2023-07-06,-0.006837633477604187,0.05589530278449127,0.06080815078692188
0.05801376,0.05856927,0.0574366,0.0581,1688688000,2023-07-07,-0.0034364294985810982,0.05570355217459594,0.06059954649605765
0.0582401,0.058355,0.05818927,0.0583,1688860800,2023-07-09,0.0034364294985810974,0.05589530278449127,0.06080815078692188
0.05829768,0.05871311,0.0581764,0.0585,1688947200,2023-07-10,0.0034246608813641747,0.05608705339438662,0.06101675507778611
0.05861888,0.058719,0.05835668,0.0586,1689033600,2023-07-11,0.0017079423451561158,0.056182928699334285,0.06112105722321822
0.058663,0.059484,0.05854972,0.059,1689120000,2023-07-12,0.0068027473227524,0.05656642991912496,0.06153826580494667
0.0591654,0.05942586,0.058906,0.0592,1689206400,2023-07-13,0.0033840979842407154,0.056758180529020305,0.0617468700958109
0.05932951,0.05981423,0.05905523,0.0594,1689292800,2023-07-14,0.003372684478639156,0.05694993113891564,0.061955474386675126
0.05967299,0.05967299,0.05967299,0.0597,1689379200,2023-07-15,0.005037794029957081,0.05723755705375865,0.06226838082297147
0.05954047,0.059703,0.059501,0.0597,1689465600,2023-07-16,0.0,0.05723755705375865,0.06226838082297147
0.05963456,0.059845,0.05912751,0.0596,1689552000,2023-07-17,-0.0016764463272523713,0.05714168174881098,0.06216407867753935
0.05976661,0.059899,0.0593648,0.0597,1689638400,2023-07-18,0.0016764463272523522,0.05723755705375865,0.06226838082297147
0.05967456,0.0598462,0.05951531,0.0597,1689724800,2023-07-19,0.0,0.05723755705375865,0.06226838082297147
0.05982185,0.059863,0.05906605,0.0595,1689811200,2023-07-20,-0.0033557078469724157,0.057045806443863305,0.06205977653210723
0.059224,0.05929932,0.05860703,0.059,1689897600,2023-07-21,-0.008438868645864595,0.05656642991912496,0.06153826580494667
0.0588443,0.0588443,0.0588443,0.0588,1689984000,2023-07-22,-0.0033955890011381604,0.05637467930922962,0.061329661514082444
0.05882249,0.058928,0.05879966,0.0588,1690070400,2023-07-23,0.0,0.05637467930922962,0.061329661514082444
0.05885199,0.05946824,0.05873853,0.0591,1690156800,2023-07-24,0.005089069507471228,0.05666230522407263,0.061642567950378785
0.059371,0.05951205,0.0589428,0.0593,1690243200,2023-07-25,0.0033783815916271906,0.05685405583396797,0.06185117224124301
0.05902059,0.05945409,0.05882595,0.0592,1690329600,2023-07-26,-0.0016877641137197409,0.056758180529020305,0.0617468700958109
0.059288,0.059859,0.05906507,0.0595,1690416000,2023-07-27,0.005054770661624054,0.057045806443863305,0.06205977653210723
0.05929865,0.06014046,0.05895635,0.0597,1690502400,2023-07-28,0.003355707846972315,0.05723755705375865,0.06226838082297147
0.05980039,0.059979,0.059753,0.0599,1690675200,2023-07-30,0.00334448472284735,0.057429307663653985,0.06247698511383569
0.05992894,0.06002401,0.05951495,0.0598,1690761600,2023-07-31,-0.0016708441648176058,0.05733343235870632,0.06237268296840357
0.05967954,0.0597318,0.05904317,0.0595,1690848000,2023-08-01,-0.005029348405001973,0.057045806443863305,0.06205977653210723
0.0592462,0.059393,0.05847953,0.059,1690934400,2023-08-02,-0.008438868645864595,0.05656642991912496,0.06153826580494667
0.05875962,0.05883748,0.05734109,0.058,1691020800,2023-08-03,-0.017094433359299954,0.05560767686964827,0.060495244350625546
0.05767285,0.058783,0.05733156,0.0581,1691107200,2023-08-04,0.001722653311446156,0.05570355217459594,0.06059954649605765
0.058428,0.058572,0.05833084,0.0585,1691280000,2023-08-06,0.006861090379945381,0.05608705339438662,0.06101675507778611
0.058525,0.05873543,0.05826216,0.0586,1691366400,2023-08-07,0.0017079423451561158,0.056182928699334285,0.06112105722321822
0.05854386,0.05858931,0.05782219,0.0583,1691452800,2023-08-08,-0.005132603226520314,0.05589530278449127,0.06080815078692188
0.0583594,0.05864415,0.05812602,0.0585,1691539200,2023-08-09,0.0034246608813641747,0.05608705339438662,0.06101675507778611
0.05860067,0.05912437,0.05827241,0.0588,1691625600,2023-08-10,0.005115100666770409,0.05637467930922962,0.061329661514082444
0.058531,0.058983,0.05837746,0.0587,1691712000,2023-08-11,-0.0017021280705304183,0.05627880400428196,0.06122535936865033
0.05864999,0.05883814,0.05859673,0.0588,1691884800,2023-08-13,0.0017021280705303626,0.05637467930922962,0.061329661514082444
0.058826,0.05893426,0.0583087,0.0587,1691971200,2023-08-14,-0.0017021280705304183,0.05627880400428196,0.06122535936865033
