date_start,date_end,price_start,price_end,range_start_min,range_start_max,range_end_min,range_end_max,amount0_start,amount1_start,amount0_end,amount1_end,value_start,value_hold,value_end,il,il_value,il_net,rebalance_cost,net_value_after_cost,day_volum_expected,cumulative_il,cumulative_rebalance_cost,cumulative_il_net,cumulative_volum,min_apr_required
2023-08-13,2023-08-14,1.0944,1.0925,1.0788588407117083,1.110165032535569,1.0769858218910282,1.1082376626874169,45687.13450292409,49999.99999999988,51260.01792887667,43906.33291773577,100000.0,99913.19444444445,99907.90250503353,-5.2965370993737574e-05,-5.29193941091944,-8.344853929675254e-05,3.0456707219369257,99904.85683431159,4492.537377965028,-5.29193941091944,3.0456707219369257,-8.337610132856366,16675.22026571273,0.00820643863919884
2023-08-14,2023-08-15,1.0925,1.0922,1.0788588407117083,1.110165032535569,1.0766900820772367,1.1079333411324457,45687.13450292409,49999.99999999988,52141.27595704612,42943.69071974084,99913.19444444445,99899.48830409358,99892.39232002661,-7.103123536896766e-05,-7.095984066967503,-0.00010633301138359604,3.5266293600854324,99888.86569066653,7138.709413764142,-12.387923477886943,6.572300082022358,-18.960223559909302,37920.4471198186,0.013042179066430919
2023-08-15,2023-08-16,1.0922,1.0906,1.0788588407117083,1.110165032535569,1.0751128030703485,1.106310292839265,45687.13450292409,49999.99999999988,56847.45830350331,37807.364686676876,99899.48830409358,99826.3888888889,99805.20271247759,-0.00021223021935506357,-21.186176411312772,-0.0002732592212070589,6.09230487237707,99799.11040760521,30187.7430778714,-33.574099889199715,12.664604954399428,-46.238704843599145,92477.40968719829,0.05520015953058893
2023-08-16,2023-08-17,1.0906,1.0878,1.0788588407117083,1.110165032535569,1.0723525648082934,1.1034699583261989,45687.13450292409,49999.99999999988,65108.248206282486,28809.719757160183,99826.3888888889,99698.46491228072,99634.47215595428,-0.0006418630054408485,-63.99275632643548,-0.000748042054894002,10.585888236322456,99623.88626771796,106813.73618022606,-97.5668562156352,23.250493190721883,-120.81734940635708,241634.69881271417,0.1956502245766783
2023-08-17,2023-08-18,1.0878,1.0874,1.0788588407117083,1.110165032535569,1.0719582450565712,1.1030641962529035,45687.13450292409,49999.99999999988,66290.96495831851,27523.39703939492,99698.46491228072,99680.19005847954,99608.19233507046,-0.0007222871802996919,-71.99772340907657,-0.0008349309703109519,11.228354397231975,99596.96398067323,121538.73802368919,-169.56457962471177,34.47884758795386,-204.04342721266562,408086.8544253312,0.22268067685346163
2023-08-18,2023-08-20,1.0874,1.0874,1.0788588407117083,1.110165032535569,1.0719582450565712,1.1030641962529035,45687.13450292409,49999.99999999988,66290.96495831851,27523.39703939492,99680.19005847954,99680.19005847954,99608.19233507046,-0.0007222871802996919,-71.99772340907657,-0.0008349309703109519,11.228354397231975,99596.96398067323,121538.73802368919,-241.56230303378834,45.70720198518583,-287.2695050189742,574539.0100379484,0.22268067685346163
2023-08-20,2023-08-21,1.0874,1.089,1.0719582450565712,1.1030641962529035,1.0735355240634596,1.1046872445460842,45981.23965422092,50000.000000000175,41239.093106746426,55160.402478469085,100000.0,100073.56998344675,100069.77487171594,-3.792321720349278e-05,-3.795111730811186,-6.371671302147172e-05,2.581247208863099,100067.19362450708,2427.729043896174,-245.35741476459953,48.28844919404893,-293.6458639586485,587291.7279172969,0.004427516211353843
2023-08-21,2023-08-22,1.089,1.088,1.0719582450565712,1.1030641962529035,1.0725497246841549,1.1036728393628463,45981.23965422092,50000.000000000175,44201.70888280225,51935.595546450044,100073.56998344675,100027.58874379253,100027.05481093889,-5.337855888971111e-06,-0.5339328536356334,-1.5014550073856494e-05,0.9679363863270976,100026.08687455257,868.0070653829283,-245.89134761823516,49.256385580376026,-295.1477331986112,590295.4663972224,0.0015836844314950345
2023-08-22,2023-08-23,1.088,1.0841,1.0719582450565712,1.1030641962529035,1.068705107104864,1.0997166591482186,45981.23965422092,50000.000000000175,55795.051643811945,39344.66593629369,100027.58874379253,99848.26190914107,99832.08142335023,-0.00016205075062364683,-16.180485790842795,-0.00021537645201322663,5.32447859884127,99826.7569447514,21712.014384003047,-262.07183340907795,54.58086417921729,-316.65269758829527,633305.3951765905,0.03969107493889996
2023-08-23,2023-08-24,1.0841,1.0842,1.0719582450565712,1.1030641962529035,1.0688036870427944,1.0998180996665423,45981.23965422092,50000.000000000175,55497.00525562053,39667.79292770778,99848.26190914107,99852.8600331065,99837.64602585156,-0.00015236426127296772,-15.214007254937314,-0.0002040711537639956,5.163081098651861,99832.4829447529,20101.852312570903,-277.28584066401527,59.74394527786915,-337.0297859418844,674059.5718837689,0.03674553831221402
2023-08-24,2023-08-25,1.0842,1.0794,1.0719582450565712,1.1030641962529035,1.064071850022129,1.0949489547870002,45981.23965422092,50000.000000000175,69849.91756900442,24140.850597884357,99852.8600331065,99632.15008276622,99536.85162186773,-0.0009565031048645717,-95.29846089849889,-0.0010861602309757087,12.918018247999198,99523.93360361972,164760.88530099936,-372.58430156251416,72.66196352586834,-445.24626508838253,890492.530176765,0.3020877300968038
2023-08-25,2023-08-27,1.0794,1.0797,1.0719582450565712,1.1030641962529035,1.0643675898359206,1.0952532763419718,45981.23965422092,50000.000000000175,68950.05737420135,25112.294661806554,99632.15008276622,99645.9444546625,99557.67160873176,-0.0008858649131566303,-88.27284593074,-0.0010106338621039452,12.432719756475262,99545.23888897529,151680.25234852947,-460.85714749325416,85.09468328234361,-545.9518307755977,1091903.6615511954,0.2780463384318321
2023-08-27,2023-08-28,1.0797,1.0809,1.0643675898359206,1.0952532763419718,1.0655505490910868,1.0964705625618572,46309.15995183864,49999.999999999825,42700.667483085424,53898.253812745475,100000.00000000001,100055.57099194222,100053.40529521252,-2.164493898971989e-05,-2.1656967297021765,-4.113121258620582e-05,1.94971023120657,100051.45558498132,431.97299699121317,-463.02284422295634,87.04439351355018,-550.0672377365065,1100134.475473013,0.0007879299232074074
2023-08-28,2023-08-29,1.0809,1.0832,1.0643675898359206,1.0952532763419718,1.067817887663489,1.0988036944833042,46309.15995183864,49999.999999999825,35801.15847276701,61363.86332101043,100055.57099194222,100162.08205983145,100143.67817871165,-0.0001837410000004145,-18.403881119797006,-0.00024052466611817854,5.687570225346085,100137.9906084863,25432.62178890184,-481.42672534275334,92.73196373889625,-574.1586890816496,1148317.3781632993,0.046347942884539035
2023-08-29,2023-08-30,1.0832,1.0901,1.0643675898359206,1.0952532763419718,1.0746199033806956,1.105803090247646,46309.15995183864,49999.999999999825,15233.808508859904,83713.26151791528,100162.08205983145,100481.61526349913,100319.63617342347,-0.0016120271320369966,-161.9790900756634,-0.0017804580801721603,16.92421372897816,100302.71195969448,290109.7526933705,-643.4058154184168,109.65617746787441,-753.0619928862911,1506123.9857725822,0.5277633760056064
2023-08-30,2023-08-31,1.0901,1.0873,1.0643675898359206,1.0952532763419718,1.0718596651186407,1.1029627557345796,46309.15995183864,49999.999999999825,23556.373272684606,74652.49275115028,100481.61526349913,100351.94961563399,100265.33741054025,-0.0008630844286083269,-86.61220509374107,-0.0009862358965551216,12.358489906489838,100252.97892063376,148507.43037450247,-730.0180205121578,122.01466737436425,-852.0326878865221,1704065.3757730443,0.27030882998352707
2023-08-31,2023-09-01,1.0873,1.0832,1.0643675898359206,1.0952532763419718,1.067817887663489,1.0988036944833042,46309.15995183864,49999.999999999825,35801.15847276701,61363.86332101043,100351.94961563399,100162.08205983145,100143.67817871165,-0.0001837410000004145,-18.403881119797006,-0.00024052466611817854,5.687570225346085,100137.9906084863,25432.62178890184,-748.4219016319548,127.70223759971033,-876.1241392316651,1752248.2784633304,0.046347942884539035
2023-09-01,2023-09-03,1.0832,1.0796,1.0643675898359206,1.0952532763419718,1.06426900989799,1.0951518358236476,46309.15995183864,49999.999999999825,46610.139201053076,49675.047753933926,100162.08205983145,99995.36908400482,99995.35403539083,-1.5049310911021097e-07,-0.015048613990074955,-1.7752922037557147e-06,0.1624723851561932,99995.19156300568,294.84754233223646,-748.4369502459449,127.86470998486652,-876.3016602308114,1752603.320461623,0.0005381217657031203
2023-09-03,2023-09-04,1.0796,1.0794,1.06426900989799,1.0951518358236476,1.064071850022129,1.0949489547870002,46313.44942571245,50000.00000000083,46915.56128096984,49350.020255039315,100000.0,99990.73731011484,99990.67710171816,-6.021397411422641e-07,-0.06020839668053668,-3.85219092994732e-06,0.3249750146675967,99990.3521267035,529.5332359741201,-748.4971586426254,128.1896849995341,-876.6868436421596,1753373.6872843192,0.0009664882603701893
2023-09-04,2023-09-05,1.0794,1.0746,1.06426900989799,1.0951518358236476,1.0593400130014636,1.0900798099074582,46313.44942571245,50000.00000000083,61416.63567712952,33732.401907669795,99990.73731011484,99768.43275287143,99730.71860631317,-0.00037801682874669254,-37.71414655826811,-0.0004594796793004037,8.127420927331691,99722.59118538584,59173.45126187284,-786.2113052008935,136.3171059268658,-922.5284111277593,1845056.8222555188,0.10828313488767126
2023-09-05,2023-09-06,1.0746,1.0726,1.06426900989799,1.0951518358236476,1.057368414242853,1.0880509995409824,46313.44942571245,50000.00000000083,67487.45946571788,27214.768315562997,99768.43275287143,99675.80585402,99601.817338492,-0.0007422916212622948,-73.98851552800625,-0.0008564869126296027,11.382507691775915,99590.43483080022,125212.01567246066,-860.1998207288998,147.6996136186417,-1007.8994343475415,2015798.868695083,0.22942546100906364
2023-09-06,2023-09-07,1.0726,1.0706,1.06426900989799,1.0951518358236476,1.0553968154842424,1.0860221891745063,46313.44942571245,50000.00000000083,73575.28678149266,20691.055404510986,99675.80585402,99583.17895516858,99460.75743277703,-0.001229339369118409,-122.42152239155257,-0.001376369606882222,14.641738479061605,99446.11569429797,215559.56782498193,-982.6213431204524,162.34135209770332,-1144.9626952181557,2289925.3904363113,0.39552907240474056
2023-09-07,2023-09-08,1.0706,1.071,1.06426900989799,1.0951518358236476,1.0557911352359646,1.0864279512478017,46313.44942571245,50000.00000000083,72356.35722655895,21996.28514916729,99583.17895516858,99601.70433493887,99489.94373881193,-0.0011220751379024312,-111.76059612694371,-0.0012625295900996543,13.989502820275456,99475.95423599165,195542.1866133365,-1094.381939247396,176.33085491797877,-1270.7127941653748,2541425.5883307494,0.3586940319377455
2023-09-08,2023-09-10,1.071,1.0712,1.06426900989799,1.0951518358236476,1.0559882951118256,1.0866308322844491,46313.44942571245,50000.00000000083,71747.14849485573,22648.808618850755,99601.70433493887,99610.967024824,99504.35408654022,-0.0010702931762243972,-106.61293828378257,-0.0012074614286739817,13.663462271602318,99490.69062426861,185898.9520243605,-1200.9948775311786,189.9943171895811,-1390.9891947207598,2781978.3894415195,0.3409555195437923
2023-09-10,2023-09-11,1.0712,1.0734,1.0559882951118256,1.0866308322844491,1.0581570537462972,1.0888625236875726,46676.624346526754,50000.00000000053,39960.3904272299,57201.81384231014,99999.99999999999,100102.68857356234,100095.2969268987,-7.384064073561148e-05,-7.391646663629217,-0.0001098338696663481,3.6030189864037347,100091.6939079123,7577.255354450965,-1208.3865241948079,193.59733617598482,-1401.9838603707926,2803967.7207415854,0.013815325441286408
2023-09-11,2023-09-12,1.0734,1.0728,1.0559882951118256,1.0866308322844491,1.057565574118714,1.08825388057763,46676.624346526754,50000.00000000053,41790.04154602174,55238.41530346027,100102.68857356234,100074.68259895443,100070.77187403239,-3.907806470605305e-05,-3.9107249220396625,-6.526138031641975e-05,2.6202869990924214,100068.1515870333,2580.875845894482,-1212.2972491168475,196.21762317507725,-1408.5148722919248,2817029.7445838493,0.004706767351296573
2023-09-12,2023-09-13,1.0728,1.0741,1.0559882951118256,1.0866308322844491,1.058847113311811,1.0895726073158394,46676.624346526754,50000.00000000053,37827.73540449064,59491.75205132322,100074.68259895443,100135.36221060492,100122.52264928662,-0.00012822204898296102,-12.839561318294727,-0.00017565474895113177,4.749690591945657,100117.77295869468,16179.741452698137,-1225.1368104351423,200.96731376702292,-1426.1041242021652,2852208.24840433,0.029491893901441257
2023-09-13,2023-09-14,1.0741,1.0695,1.0559882951118256,1.0866308322844491,1.0543124361670064,1.084906343472945,46676.624346526754,50000.00000000053,51880.62902978281,44429.8953436627,100135.36221060492,99920.6497386109,99916.22809101541,-4.4251589706991816e-05,-4.421647595489048,-7.211439129198427e-05,2.7840692379158747,99913.4440217775,3275.1567151463473,-1229.5584580306313,203.7513830049388,-1433.3098410355701,2866619.68207114,0.005982172385147871
2023-09-14,2023-09-15,1.0695,1.066,1.0559882951118256,1.0866308322844491,1.050862138339438,1.0813559253316125,46676.624346526754,50000.00000000053,62633.92772972762,32948.07607800918,99920.6497386109,99757.28155339806,99715.84303789883,-0.00041539339137918466,-41.4385154992342,-0.0005007918282451846,8.51911591066088,99707.32392198817,65838.79917714663,-1270.9969735298655,212.27049891559966,-1483.267472445465,2966534.94489093,0.12049821255848503
2023-09-15,2023-09-17,1.066,1.0665,1.0559882951118256,1.0866308322844491,1.0513550380290908,1.0818631279232311,46676.624346526754,50000.00000000053,61094.50193532535,34589.488786172595,99757.28155339806,99780.61986557132,99746.77510019709,-0.00033919177311015253,-33.84476537423325,-0.0004163549275566058,7.6993873814439855,99739.07571281564,52290.75598557853,-1304.8417389040987,219.96988629704364,-1524.8116252011423,3049623.2504022843,0.09567289727193622
2023-09-17,2023-09-18,1.0665,1.0673,1.0513550380290908,1.0818631279232311,1.052143677532535,1.0826746520698214,46882.32536333773,50000.00000000031,44416.07813133953,52631.238986891105,100000.0,100037.50586029066,100036.51917646978,-9.863138953720014e-06,-0.986683820883627,-2.3016995992607658e-05,1.3158790506171636,100035.20329741917,658.3904594670731,-1305.8284227249824,221.2857653476608,-1527.1141880726432,3054228.3761452865,0.0012011239479532347
2023-09-18,2023-09-19,1.0673,1.0688,1.0513550380290908,1.0818631279232311,1.053622376601493,1.0841962598446784,46882.32536333773,50000.00000000031,39799.33007794866,57562.15552958511,100037.50586029066,100107.82934833568,100099.67951689663,-8.141052994656484e-05,-8.149831439048285,-0.0001192039878907395,3.783421038352804,100095.89609585828,8732.82080139096,-1313.9782541640307,225.0691863860136,-1539.0474405500443,3078094.8811000884,0.01592152746088293
2023-09-19,2023-09-20,1.0688,1.0694,1.0513550380290908,1.0818631279232311,1.054213856229076,1.084804902954621,46882.32536333773,50000.00000000031,37955.351226582345,59533.55324196503,100107.82934833568,100135.95874355368,100123.00584367219,-0.00012935313192202215,-12.952899881493067,-0.00017699463458261273,4.770627544894577,100118.23521612729,16364.54467319698,-1326.9311540455237,229.83981393090818,-1556.7709679764318,3113541.9359528637,0.029828603103681177
2023-09-20,2023-09-21,1.0694,1.065,1.0513550380290908,1.0818631279232311,1.0498763389601329,1.0803415201483744,46882.32536333773,50000.00000000031,51514.02662125447,45063.76560667547,100135.95874355368,99929.676511955,99926.20395831147,-3.474997382898081e-05,-3.472553643528954,-5.944067906521956e-05,2.467334187115128,99923.73662412436,2010.4389128276523,-1330.4037076890527,232.3071481180233,-1562.7108558070759,3125421.7116141515,0.0036717606299156214
2023-09-21,2023-09-22,1.065,1.065,1.0513550380290908,1.0818631279232311,1.0498763389601329,1.0803415201483744,46882.32536333773,50000.00000000031,51514.02662125447,45063.76560667547,99929.676511955,99929.676511955,99926.20395831147,-3.474997382898081e-05,-3.472553643528954,-5.944067906521956e-05,2.467334187115128,99923.73662412436,2010.4389128276523,-1333.8762613325816,234.7744823051384,-1568.65074363772,3137301.4872754402,0.0036717606299156214
2023-09-22,2023-09-24,1.065,1.0649,1.0513550380290908,1.0818631279232311,1.0497777590222022,1.0802400796300504,46882.32536333773,50000.00000000031,51823.154612751,44734.55975249408,99929.676511955,99924.98827941867,99921.03709961261,-3.954145878913803e-05,-3.951179806055734,-6.58795720000034e-05,2.631835653904438,99918.40526395872,2638.6883043025923,-1337.8274411386374,237.40631795904284,-1575.2337590976801,3150467.5181953604,0.004819411702614224
2023-09-24,2023-09-25,1.0649,1.0619,1.0497777590222022,1.0802400796300504,1.0468203608842863,1.0771968640803369,46952.76551788763,50000.00000000146,56253.87990764341,40109.20479784385,100000.0,99859.14170344634,99845.1998717704,-0.00013961497603638058,-13.941831675940193,-0.00018911066769737196,4.942597287279717,99840.25727448311,17998.46877732095,-1351.7692728145776,242.34891524632255,-1594.1181880609001,3188236.3761218004,0.03289813186892898
2023-09-25,2023-09-26,1.0619,1.0585,1.0497777590222022,1.0802400796300504,1.0434686429946485,1.073747886457328,46952.76551788763,50000.00000000146,66842.90774086383,28882.73192139242,99859.14170344634,99699.50230068552,99635.94976509678,-0.0006374408509790491,-63.552535588736646,-0.0007432530406844716,10.549422650982022,99625.4003424458,106006.22587550925,-1415.3218084033142,252.89833789730457,-1668.2201463006188,3336440.2926012375,0.19416823212797368
2023-09-26,2023-09-27,1.0585,1.0535,1.0497777590222022,1.0802400796300504,1.0385396460981222,1.0686758605411384,46952.76551788763,50000.00000000146,82508.0312407775,12340.407863039949,99699.50230068552,99464.73847309608,99262.61877519905,-0.0020320738886946996,-202.11969789702562,-0.002221258845257218,18.817232227530454,99243.80154297152,366604.93133899034,-1617.4415063003398,271.71557012483504,-1889.1570764251749,3778314.1528503494,0.6740241270572057
2023-09-27,2023-09-28,1.0535,1.0536,1.0497777590222022,1.0802400796300504,1.0386382260360527,1.0687773010594623,46952.76551788763,50000.00000000146,82193.63637281158,12671.63857581242,99464.73847309608,99469.43374964787,99270.85385820671,-0.0019963910917695366,-198.5798914411571,-0.002183901022543235,18.651506636497462,99252.20235157022,359856.7696093193,-1816.021397741497,290.3670767613325,-2106.3884745028295,4212776.949005659,0.6615623609675592
