price_open,price_hight,price_low,price_vwap,timestamp,date,log_return,price_min_expected,price_max_expected,price_min_shifted,price_max_shifted
1.26705,1.27239,1.26705,1.2715,1701561600,2023-12-03,,1.2453251663406943,1.29822498869962,1.2450500888205371,1.297949911179463
1.27106,1.27118,1.2602,1.2652,1701648000,2023-12-04,-0.004967093430680538,1.2391548568259902,1.291792572318332,1.2388811422538293,1.291518857746171
1.2633,1.2652,1.2575,1.2618,1701734400,2023-12-05,-0.0026909394947847273,1.2358248485164671,1.288321109509383,1.2355518695035421,1.288048130496458
1.25932,1.2614,1.255,1.2592,1701820800,2023-12-06,-0.0020626742735703222,1.2332783715738909,1.2856664614790103,1.2330059550474404,1.2853940449525598
1.25566,1.26126,1.2543,1.2573,1701907200,2023-12-07,-0.001510034064003297,1.2314174845773929,1.2837265263798916,1.2311454790987506,1.2834545209012496
1.25858,1.26011,1.2502,1.2562,1701993600,2023-12-08,-0.0008752735788552639,1.2303401289478413,1.2826034060593492,1.230068361444246,1.282331638555754
1.2519,1.25538,1.2519,1.2547,1702166400,2023-12-10,-0.0011947908546263858,1.2288710076348164,1.2810718783495187,1.2285995646426486,1.2808004353573512
1.25543,1.25907,1.2533,1.2556,1702252800,2023-12-11,0.0007170458021445758,1.2297524804226314,1.2819907949754172,1.229480842723607,1.281719157276393
1.25525,1.26156,1.2513,1.2562,1702339200,2023-12-12,0.00047774505248178716,1.2303401289478413,1.2826034060593492,1.230068361444246,1.282331638555754
1.2569,1.2635,1.2499,1.255,1702425600,2023-12-13,-0.0009557184543962251,1.2291648318974213,1.2813781838914848,1.2288933240029682,1.2811066759970315
1.26203,1.2794,1.261,1.2694,1702512000,2023-12-14,0.011408775306485689,1.2432683965024596,1.2960808499058574,1.2429937732983012,1.295806226701699
1.27692,1.27904,1.2667,1.2735,1702598400,2023-12-15,0.003224667547142,1.2472839947580607,1.3002670256460607,1.247008484556,1.299991515444
1.26599,1.26885,1.26599,1.267,1702771200,2023-12-17,-0.0051171140983728314,1.2409178024016196,1.2936304055701284,1.2406436984157456,1.2933563015842542
1.26707,1.2704,1.262,1.2666,1702857600,2023-12-18,-0.0003157562388091151,1.2405260367181465,1.2932219981808404,1.240252019268653,1.2929479807313469
1.26513,1.2762,1.2648,1.2703,1702944000,2023-12-19,0.0029169479470851564,1.2441498692902744,1.2969997665317556,1.2438750513792594,1.2967249486207406
1.2729,1.273,1.26127,1.2672,1703030400,2023-12-20,-0.0024433509692535437,1.2411136852433566,1.2938346092647728,1.240839537989292,1.2935604620107082
1.26392,1.2696,1.2611,1.2656,1703116800,2023-12-21,-0.0012634240467720174,1.2395466225094633,1.2922009797076202,1.2392728214009217,1.2919271785990785
1.26818,1.27444,1.2677,1.2705,1703203200,2023-12-22,0.00386420574682934,1.244345752132011,1.2972039702263995,1.2440708909528055,1.2969291090471944
1.2688,1.269,1.2674,1.2685,1703376000,2023-12-24,-0.0015754237208822582,1.2423869237146445,1.295161933279959,1.2421124952173428,1.2948875047826571
1.26903,1.2736,1.26103,1.2695,1703462400,2023-12-25,0.0007880221053966828,1.243366337923328,1.2961829517531793,1.2430916930850744,1.2959083069149258
1.27036,1.273,1.2683,1.2705,1703548800,2023-12-26,0.0007874016154855086,1.244345752132011,1.2972039702263995,1.2440708909528055,1.2969291090471944
1.27258,1.2803,1.2697,1.2752,1703635200,2023-12-27,0.003692505275731675,1.248948998912822,1.302002757050535,1.2486731209311435,1.3017268790688563
1.28,1.28276,1.2711,1.2775,1703721600,2023-12-28,0.0018020140419089659,1.2512016515927935,1.3043510995389418,1.2509252760269258,1.3040747239730743
1.27335,1.2773,1.2698,1.2739,1703808000,2023-12-29,-0.0028219819621183024,1.247675760441534,1.3006754330353487,1.2474001637030927,1.3003998362969074
1.2728,1.2728,1.2728,1.2728,1703980800,2023-12-31,-0.0008638630921641738,1.2465984048119823,1.2995523127148063,1.246323046048588,1.299276953951412
1.2731,1.2756,1.2672,1.2726,1704067200,2024-01-01,-0.00015714622488527914,1.2464025219702457,1.2993481090201622,1.2461272064750417,1.2990727935249582
1.27268,1.276,1.261,1.2673,1704153600,2024-01-02,-0.004173398710673148,1.2412116266642248,1.2939367111120947,1.2409374577760652,1.293662542223935
1.26218,1.26766,1.2615,1.2639,1704240000,2024-01-03,-0.002686474434938005,1.237881618354702,1.2904652483031456,1.237608185025778,1.290191814974222
1.26717,1.27297,1.2655,1.2685,1704326400,2024-01-04,0.003632921386255887,1.2423869237146445,1.295161933279959,1.2421124952173428,1.2948875047826571
1.26799,1.27709,1.26099,1.2694,1704412800,2024-01-05,0.0007092478330333203,1.2432683965024596,1.2960808499058574,1.2429937732983012,1.295806226701699
1.2705,1.27193,1.2705,1.2712,1704585600,2024-01-07,0.001416988350136562,1.2450313420780894,1.297918683157654,1.244756329460218,1.2976436705397822
1.27169,1.2767,1.2672,1.2722,1704672000,2024-01-08,0.0007863490221976325,1.2460107562867724,1.2989397016308741,1.2457355273279491,1.2986644726720509
1.27405,1.2765,1.2689,1.2726,1704758400,2024-01-09,0.0003143665539879055,1.2464025219702457,1.2993481090201622,1.2461272064750417,1.2990727935249582
1.27106,1.2745,1.2685,1.272,1704844800,2024-01-10,-0.0004715868986242526,1.2458148734450358,1.2987354979362302,1.2455396877544027,1.2984603122455973
1.27438,1.2779,1.2689,1.2749,1704931200,2024-01-11,0.0022772792440089898,1.248655174650217,1.301696451508569,1.2483793615708239,1.301420638429176
1.27778,1.2786,1.2719,1.2758,1705017600,2024-01-12,0.0007056886637783913,1.249536647438032,1.3026153681344674,1.2492606396517822,1.3023393603482178
1.27422,1.27506,1.27346,1.274,1705190400,2024-01-14,-0.0014118756757463117,1.2477737018624022,1.3007775348826707,1.247498083489866,1.3005019165101341
1.27351,1.27651,1.2712,1.2735,1705276800,2024-01-15,-0.00039254171259687695,1.2472839947580607,1.3002670256460607,1.247008484556,1.299991515444
1.27142,1.2717,1.2618,1.2655,1705363200,2024-01-16,-0.006301714434332925,1.2394486810885952,1.2920988778602982,1.2391749016141484,1.2918250983858517
1.26351,1.2696,1.2595,1.2656,1705449600,2024-01-17,7.901702821078536e-05,1.2395466225094633,1.2922009797076202,1.2392728214009217,1.2919271785990785
1.26764,1.27115,1.26469,1.2684,1705536000,2024-01-18,0.00220994565080267,1.2422889822937764,1.295059831432637,1.2420145754305696,1.2947854245694304
1.27107,1.2715,1.266,1.2686,1705622400,2024-01-19,0.00015766653560442468,1.242484865135513,1.295264035127281,1.242210415004116,1.294989584995884
1.26784,1.27085,1.26784,1.27,1705795200,2024-01-21,0.0011029702528403326,1.2438560450276694,1.2966934609897895,1.24358129201894,1.29641870798106
1.2699,1.2733,1.2686,1.2712,1705881600,2024-01-22,0.0009444357698694254,1.2450313420780894,1.297918683157654,1.244756329460218,1.2976436705397822
1.27057,1.2747,1.2648,1.2703,1705968000,2024-01-23,-0.0007082431930912562,1.2441498692902744,1.2969997665317556,1.2438750513792594,1.2967249486207406
1.26898,1.27747,1.26836,1.2729,1706054400,2024-01-24,0.0020446688469737185,1.2466963462328506,1.2996544145621283,1.246420965835361,1.2993790341646387
1.27166,1.2744,1.268,1.2714,1706140800,2024-01-25,-0.0011791063740803837,1.245227224919826,1.298122886852298,1.244952169033764,1.2978478309662362
1.27047,1.27585,1.2674,1.2717,1706227200,2024-01-26,0.0002359325243926995,1.245521049182431,1.2984291923942641,1.2452459283940835,1.2981540716059166
1.26992,1.27,1.269,1.2694,1706400000,2024-01-28,-0.0018102401543313871,1.2432683965024596,1.2960808499058574,1.2429937732983012,1.295806226701699
1.2696,1.2719,1.2661,1.2697,1706486400,2024-01-29,0.00023630420337593047,1.2435622207650645,1.2963871554478235,1.2432875326586206,1.2961124673413795
1.27108,1.2721,1.26394,1.2685,1706572800,2024-01-30,-0.0009455520364092178,1.2423869237146445,1.295161933279959,1.2421124952173428,1.2948875047826571
1.2692,1.27508,1.2657,1.2696,1706659200,2024-01-31,0.0008667901728628421,1.2434642793441961,1.2962850536005015,1.2431896128718474,1.2960103871281528
1.26774,1.2756,1.26728,1.2727,1706745600,2024-02-01,0.0024387377858020943,1.246500463391114,1.2994502108674844,1.2462251262618147,1.2991748737381852
1.2744,1.27723,1.2612,1.27,1706832000,2024-02-02,-0.002123727545364443,1.2438560450276694,1.2966934609897895,1.24358129201894,1.29641870798106
1.26319,1.26345,1.26106,1.2619,1707004800,2024-02-04,-0.006398378793771984,1.2359227899373355,1.2884232113567051,1.2356497892903153,1.2881502107096847
1.26206,1.26295,1.25158,1.2575,1707091200,2024-02-05,-0.003492898684970678,1.2316133674191294,1.2839307300745357,1.231341318672297,1.283658681327703
1.2533,1.26052,1.25319,1.2566,1707177600,2024-02-06,-0.0007159620050477647,1.2307318946313144,1.2830118134486372,1.2304600405913386,1.2827399594086613
1.26016,1.2642,1.25941,1.2621,1707264000,2024-02-07,0.0043673392957383535,1.236118672779072,1.288627415051349,1.2358456288638615,1.2883543711361385
1.26259,1.2639,1.257,1.2616,1707350400,2024-02-08,-0.0003962436157562319,1.2356289656747306,1.288116905814739,1.2353560299299957,1.2878439700700044
1.26202,1.2643,1.2598,1.2621,1707436800,2024-02-09,0.00039624361575628066,1.236118672779072,1.288627415051349,1.2358456288638615,1.2883543711361385
1.26225,1.26367,1.26225,1.2633,1707609600,2024-02-11,0.0009503445714068567,1.237293969829492,1.2898526372192136,1.2370206663051393,1.2895793336948609
1.26362,1.26547,1.2605,1.2626,1707696000,2024-02-12,-0.000554257902466621,1.2366083798834138,1.2891379242879593,1.2363352277977273,1.2888647722022726
1.26253,1.2684,1.2572,1.2619,1707782400,2024-02-13,-0.0005545652746602935,1.2359227899373355,1.2884232113567051,1.2356497892903153,1.2881502107096847
1.25896,1.2611,1.2534,1.2565,1707868800,2024-02-14,-0.0042884436752181464,1.2306339532104462,1.2829097116013153,1.2303621208045654,1.2826378791954345
1.25654,1.2611,1.25395,1.257,1707955200,2024-02-15,0.00039785160660048426,1.2311236603147877,1.2834202208379255,1.230851719738431,1.2831482802615688
1.25969,1.26241,1.2549,1.2586,1708041600,2024-02-16,0.0012720625025858963,1.2326907230486808,1.285053850395078,1.2324184363268014,1.2847815636731985
1.2602,1.26106,1.25966,1.2605,1708214400,2024-02-18,0.0015084755351413225,1.234551610045179,1.2869937854941966,1.2342789122754911,1.2867210877245088
1.26101,1.263,1.2581,1.2609,1708300800,2024-02-19,0.00031728405120624777,1.234943375728652,1.2874021928834847,1.2346705914225837,1.287129408577416
1.25863,1.26685,1.25771,1.2613,1708387200,2024-02-20,0.00031718341396695025,1.2353351414121256,1.287810600272773,1.2350622705696765,1.2875377294303236
1.26244,1.2642,1.2601,1.2623,1708473600,2024-02-21,0.0007925186656684987,1.2363145556208088,1.2888316187459932,1.2360414684374077,1.2885585315625923
