date_start,date_end,price_start,price_end,range_start_min,range_start_max,range_end_min,range_end_max,amount0_start,amount1_start,amount0_end,amount1_end,value_start,value_hold,value_end,il,il_value,il_net,rebalance_cost,net_value_after_cost,il_no_rebalance,day_volum_expected,cumulative_il,cumulative_rebalance_cost,cumulative_il_net,cumulative_volum,min_apr_required
2023-07-12,2023-07-13,0.059,0.0592,0.0565664299191249,0.0615382658049466,0.0567581805290203,0.0617468700958109,1217245.7627118342,71817.50000000178,1118501.2998846797,77653.28939906516,143635.0,143878.44915254237,143868.5663522382,-6.868853787601192e-05,-9.882800304156262,-0.00017018260614659305,14.602809140939538,143853.96354309726,0.0016949152542372367,1888.0035347133103,-138.1072908230126,154.5907211534929,-292.6980119765055,55242.916329205036,0.011974841128310815
2023-07-13,2023-07-14,0.0592,0.0594,0.0567581805290203,0.0617468700958109,0.0569499311389156,0.0619554743866751,1213133.4459459444,71817.50000000007,1115054.2086174348,77633.59050382463,143635.0,143877.62668918917,143867.81049570028,-6.822598978573329e-05,-9.816193488892168,-0.00016937770509635943,14.553468734424207,143853.25702696585,0.0016891891891890687,1894.9100982128157,-147.92348431190476,169.1441898879171,-317.06767419982185,59169.3937247619,0.012018709804934937
2023-07-14,2023-07-15,0.0594,0.0597,0.0569499311389156,0.0619554743866751,0.0572375570537586,0.0622683808229714,1209048.8215488077,71817.50000000083,1063101.4386723863,80508.63907832427,143635.0,143997.71464646465,143975.79496706574,-0.00015222241167317396,-21.919679398910375,-0.0003033254375908098,21.758490408318785,143954.03647665743,0.002525252525252552,64.47559623663608,-169.84316371081513,190.90268029623587,-360.745844007051,67937.26548432605,0.00040863800459923566
2023-07-15,2023-07-16,0.0597,0.0597,0.0572375570537586,0.0622683808229714,0.0572375570537586,0.0622683808229714,1202973.199329955,71817.50000000167,1202973.1993299553,71817.50000000167,143635.0,143635.0,143635.0,0.0,0.0,0.0,0.0,143635.0,0.0,0.0,-169.84316371081513,190.90268029623587,-360.745844007051,67937.26548432605,0.0
2023-07-16,2023-07-17,0.0597,0.0596,0.0572375570537586,0.0622683808229714,0.0571416817488109,0.0621640786775393,1202973.199329955,71817.50000000167,1251377.7908002622,68930.16713314403,143635.0,143514.70268006698,143512.28346483965,-1.6856915578362847e-05,-2.4192152273317333,-6.71334873052047e-05,7.215427243155618,143505.0680375965,-0.0008375209380235694,1918.484806329554,-172.26237893814687,198.1181075393915,-370.3804864775384,68904.95157525875,0.012198380121271064
2023-07-17,2023-07-18,0.0596,0.0597,0.0571416817488109,0.0621640786775393,0.0572375570537586,0.0622683808229714,1204991.6107382271,71817.50000000166,1156546.4284084018,74707.25411077897,143635.0,143755.49916107382,143753.07588676055,-1.6856915578297964e-05,-2.4232743132743053,-6.713348730514117e-05,7.227533664704459,143745.84835309585,0.0008389261744966171,1921.7037405720614,-174.68565325142117,205.34564120409595,-380.0312944555171,69874.26130056847,0.012198380121294546
2023-07-18,2023-07-19,0.0597,0.0597,0.0572375570537586,0.0622683808229714,0.0572375570537586,0.0622683808229714,1202973.199329955,71817.50000000167,1202973.1993299553,71817.50000000167,143635.0,143635.0,143635.0,0.0,0.0,0.0,0.0,143635.0,0.0,0.0,-174.68565325142117,205.34564120409595,-380.0312944555171,69874.26130056847,0.0
2023-07-19,2023-07-20,0.0597,0.0595,0.0572375570537586,0.0622683808229714,0.0570458064438633,0.0620597765321072,1202973.199329955,71817.50000000167,1299904.3594373434,66040.41098941579,143635.0,143394.405360134,143384.7203759377,-6.75408791017601e-05,-9.684984196297592,-0.00016818337396402872,14.431570704724713,143370.28880523297,-0.0016750418760469361,1898.6346033708485,-184.37063744771876,219.77721190882068,-404.14784935653944,73748.2549790875,0.012082905842641248
2023-07-20,2023-07-21,0.0595,0.059,0.0570458064438633,0.0620597765321072,0.0565664299191249,0.0615382658049466,1207016.8067226799,71817.50000000055,1451907.9213232843,57307.8306224699,143635.0,143031.49159663866,142970.39798054367,-0.00042713402071819644,-61.093616094993195,-0.0006803156912688647,36.212951983777224,142934.18502855988,-0.004201680672268865,9952.265644486388,-245.46425354271196,255.9901638925979,-501.4544174353099,98185.70141708478,0.06351973925280456
2023-07-21,2023-07-22,0.059,0.0588,0.0565664299191249,0.0615382658049466,0.0563746793092296,0.0613296615140824,1217245.7627118342,71817.50000000178,1316493.5963868499,65971.81102166264,143635.0,143391.5508474576,143381.6344892094,-6.915580583101042e-05,-9.916358248214237,-0.00017099455250984852,14.60281582263029,143367.03167338675,-0.0016949152542374392,1874.5830297664213,-255.3806117909262,270.5929797152282,-525.9735915061544,102152.24471637048,0.011930098445004074
2023-07-22,2023-07-23,0.0588,0.0588,0.0563746793092296,0.0613296615140824,0.0563746793092296,0.0613296615140824,1221386.0544217518,71817.50000000099,1221386.0544217518,71817.50000000099,143635.0,143635.0,143635.0,0.0,0.0,0.0,0.0,143635.0,0.0,0.0,-255.3806117909262,270.5929797152282,-525.9735915061544,102152.24471637048,0.0
2023-07-23,2023-07-24,0.0588,0.0591,0.0563746793092296,0.0613296615140824,0.0566623052240726,0.0616425679503787,1221386.0544217518,71817.50000000099,1072450.6870829894,80597.211481795,143635.0,144001.4158163265,143979.04708839967,-0.00015533686109979306,-22.368727926834254,-0.00030797829686052844,21.980582861787035,143957.0665055379,0.0025510204081631164,155.25802601888756,-277.74933971776045,292.5735625770152,-570.3229022947756,111099.73588710418,0.000983983097590937
2023-07-24,2023-07-25,0.0591,0.0593,0.0566623052240726,0.0616425679503787,0.0568540558339679,0.061851172241243,1215186.125211481,71817.5000000015,1116775.1182602905,77643.4232997656,143635.00000000003,143878.03722504232,143868.18781260084,-6.845667783249533e-05,-9.849412441486493,-0.00016977928041544445,14.57809718616336,143853.60971541467,0.001692047377326523,1891.473897870747,-287.59875215924694,307.15165976317854,-594.7504119224254,115039.50086369878,0.011996883800713905
2023-07-25,2023-07-26,0.0593,0.0592,0.0568540558339679,0.061851172241243,0.0567581805290203,0.0617468700958109,1211087.689713302,71817.50000000118,1260147.9130065443,68910.68280490256,143635.0,143513.89123102865,143511.43925489,-1.708528782565485e-05,-2.4519761386618484,-6.770129076463642e-05,7.264099540331906,143504.17515534966,-0.0008431703204048168,1924.849360668023,-290.0507282979088,314.41575930351047,-604.4664876014192,116020.29131916352,0.012238920121830796
2023-07-26,2023-07-27,0.0592,0.0595,0.0567581805290203,0.0617468700958109,0.0570458064438633,0.0620597765321072,1213133.4459459444,71817.50000000007,1066200.1379655167,80537.96397687175,143635.0,143998.94003378376,143976.87218582,-0.00015325007224771528,-22.067847963771783,-0.00030486244375880323,21.832020793602236,143955.04016502638,0.002533783783783603,94.33086806781859,-312.1185762616806,336.2477800971127,-648.3663563587933,124847.43050467223,0.0005978523897976582
2023-07-27,2023-07-28,0.0595,0.0597,0.0570458064438633,0.0620597765321072,0.0572375570537586,0.0622683808229714,1207016.8067226799,71817.50000000055,1109922.8737716565,77604.29025841164,143635.0,143876.40336134454,143866.68582257954,-6.754087910152859e-05,-9.717538764991332,-0.00016818337396381488,14.480080186085134,143852.20574239345,0.001680672268907546,1905.0165684375208,-321.8361150266719,350.72786028319786,-672.5639753098698,128734.44601066876,0.01208290584272576
2023-07-28,2023-07-30,0.0597,0.0599,0.0572375570537586,0.0622683808229714,0.0574293076636539,0.0624769851138356,1202973.199329955,71817.50000000167,1106527.9102658974,77584.9202220393,143635.0,143875.59463986597,143865.94204696658,-6.708985581297204e-05,-9.652592899394222,-0.00016739570940190718,14.431564330963852,143851.5104826356,0.0016750418760467336,1911.588572627852,-331.4887079260661,365.1594246141617,-696.6481325402278,132595.48317042645,0.012124652629414274
2023-07-30,2023-07-31,0.0599,0.0598,0.0574293076636539,0.0624769851138356,0.0573334323587063,0.0623726829684035,1198956.5943238332,71817.50000000237,1247038.2874237043,68939.81167218774,143635.0,143515.1043405676,143512.70126012526,-1.6744442707825624e-05,-2.4030804423382506,-6.685300032231167e-05,7.191334874395952,143505.50992525087,-0.0008347245409015715,1915.3017728230807,-333.8917883684044,372.3507594885577,-706.2425478569621,133556.71534736175,0.012178105856520868
2023-07-31,2023-08-01,0.0598,0.0595,0.0573334323587063,0.0623726829684035,0.0570458064438633,0.0620597765321072,1200961.5384615168,71817.5000000013,1346054.3555960685,63162.74082249818,143635.0,143274.71153846156,143252.97498046426,-0.00015171245339734918,-21.736557997297496,-0.00030256208792612583,21.612937872782922,143231.36204259147,-0.002508361204013222,49.44804980582944,-355.6283463657019,393.9636973613406,-749.5920437270424,142251.33854628075,0.00031497667293801517
2023-08-01,2023-08-02,0.0595,0.059,0.0570458064438633,0.0620597765321072,0.0565664299191249,0.0615382658049466,1207016.8067226799,71817.50000000055,1451907.9213232843,57307.8306224699,143635.0,143031.49159663866,142970.39798054367,-0.00042713402071819644,-61.093616094993195,-0.0006803156912688647,36.212951983777224,142934.18502855988,-0.004201680672268865,9952.265644486388,-416.72196246069507,430.1766493451178,-846.8986118058128,166688.78498427803,0.06351973925280456
2023-08-02,2023-08-03,0.059,0.058,0.0565664299191249,0.0615382658049466,0.0556076768696482,0.0604952443506255,1217245.7627118342,71817.50000000178,1718605.241618743,42489.0417844508,143635.0,142417.75423728814,142168.14579833788,-0.0017526497330830103,-249.60843895026483,-0.0022661717166707913,73.13464765405321,142095.01115068383,-0.008474576271186385,70589.51651848466,-666.3304014109599,503.311296999171,-1169.6416984101309,266532.16056438396,0.4530757115907346
2023-08-03,2023-08-04,0.058,0.0581,0.0556076768696482,0.0604952443506255,0.0557035521745959,0.0605995464960576,1238232.7586206591,71817.50000000178,1187079.6449240379,74786.9371486022,143635.0,143758.8232758621,143756.26451868878,-1.7798957413520657e-05,-2.5587571733049117,-6.94613220967873e-05,7.426920754507371,143748.83759793427,0.0008620689655173671,1947.2654324809837,-668.8891585842648,510.7382177536784,-1179.6273763379431,267555.6634337059,0.01236036365502456
2023-08-04,2023-08-06,0.0581,0.0585,0.0557035521745959,0.0605995464960576,0.0560870533943866,0.0610167550777861,1236101.5490533297,71817.50000000157,1032977.430685645,83659.5664182592,143635.00000000003,144129.44061962137,144088.74611336945,-0.0002823469381201674,-40.694506251922576,-0.0004881635648425939,29.664235279718095,144059.08187808972,0.003442340791738354,4412.108388881792,-709.5836648361874,540.4024530333965,-1249.9861178695837,283833.46593447495,0.027941452843839226
2023-08-06,2023-08-07,0.0585,0.0586,0.0560870533943866,0.0610167550777861,0.0561829286993342,0.0611210572232182,1227649.572649571,71817.50000000009,1177366.5794888132,74761.56817605687,143635.0,143757.76495726494,143755.24973410132,-1.7496259519367977e-05,-2.5152231636166107,-6.871742742658375e-05,7.3634406168550415,143747.88629348448,0.0008547008547007265,1939.2869812953722,-712.098887999804,547.7658936502515,-1259.8647816500556,284839.5551999216,0.012309806937174041
2023-08-07,2023-08-08,0.0586,0.0583,0.0561829286993342,0.0611210572232182,0.0558953027844912,0.0608081507869218,1225554.6075085062,71817.50000000156,1376662.3324814138,62985.28255941903,143635.0,143267.33361774747,143244.69654308545,-0.0001580058348989823,-22.637074662023224,-0.0003119534167189101,22.05565956424039,143222.6408835212,-0.002559726962457129,232.56603911313363,-734.7359626618272,569.8215532144919,-1304.557515876319,293894.3850647309,0.001481496458941525
2023-08-08,2023-08-09,0.0583,0.0585,0.0558953027844912,0.0608081507869218,0.0560870533943866,0.0610167550777861,1231861.063464794,71817.50000000252,1130734.2204965553,77723.2989712212,143635.0,143881.37221269298,143871.2508702697,-7.034505070137057e-05,-10.12134242328466,-0.00017305582406883105,14.778167013151387,143856.47270325656,0.0017152658662093418,1862.7298359466913,-744.8573050851119,584.5997202276433,-1329.4570253127551,297942.92203404475,0.01181431985208797
2023-08-09,2023-08-10,0.0585,0.0588,0.0560870533943866,0.0610167550777861,0.0563746793092296,0.0613296615140824,1227649.572649571,71817.50000000009,1077185.6851464848,80642.17814064941,143635.0,144003.29487179487,143980.6964272627,-0.00015693005185947798,-22.598444532166468,-0.0003103525016028749,22.09333827034234,143958.60308899236,0.002564102564102585,202.04250472965128,-767.4557496172783,606.6930584979856,-1374.1488081152638,306982.29984691134,0.0012804757175135983
2023-08-10,2023-08-11,0.0588,0.0587,0.0563746793092296,0.0613296615140824,0.0562788040042819,0.0612253593686503,1221386.0544217518,71817.50000000099,1271284.720170399,68885.9544489419,143635.0,143512.8613945578,143510.36752294435,-1.7377338792008946e-05,-2.4938716134638526,-6.842413082182768e-05,7.325871189221537,143503.04165175513,-0.0008503401360545073,1932.7998303030738,-769.9496212307422,614.0189296872071,-1383.9685509179494,307979.8484922969,0.012289563991741425
2023-08-11,2023-08-13,0.0587,0.0588,0.0562788040042819,0.0612253593686503,0.0563746793092296,0.0613296615140824,1223466.780238476,71817.50000000143,1173525.6294538241,74751.54154602185,143634.99999999997,143757.3466780238,143754.8485579067,-1.737733879238005e-05,-2.498120117117651,-6.842413082235365e-05,7.338351378640944,143747.51020652804,0.0008517887563883299,1936.092504609317,-772.4477413478598,621.357281065848,-1393.8050224137078,308979.09653914394,0.012289563991605848
2023-08-13,2023-08-14,0.0588,0.0587,0.0563746793092296,0.0613296615140824,0.0562788040042819,0.0612253593686503,1221386.0544217518,71817.50000000099,1271284.720170399,68885.9544489419,143635.0,143512.8613945578,143510.36752294435,-1.7377338792008946e-05,-2.4938716134638526,-6.842413082182768e-05,7.325871189221537,143503.04165175513,-0.0008503401360545073,1932.7998303030738,-774.9416129613237,628.6831522550696,-1403.6247652163934,309976.6451845295,0.012289563991741425
2023-08-14,2023-08-15,0.0587,0.0584,0.0562788040042819,0.0612253593686503,0.0559911780894389,0.0609124529323539,1223466.780238476,71817.50000000143,1374059.1066331295,63000.34822497366,143634.99999999997,143267.95996592843,143245.4000523484,-0.00015746656534636194,-22.559913580014836,-0.00031115113247294794,22.018074410480466,143223.38197793794,-0.002555366269165192,216.73566781374802,-797.5015265413385,650.70122666555,-1448.2027532068887,319000.6106165354,0.0013806467559012046
2023-08-15,2023-08-16,0.0584,0.0585,0.0559911780894389,0.0609124529323539,0.0560870533943866,0.0610167550777861,1229751.7123287339,71817.50000000194,1179296.4802940877,74766.60723340132,143635.0,143757.9751712329,143755.45133060543,-1.7556178183869223e-05,-2.523840627458412,-6.886498155303328e-05,7.3760496808076965,143748.07528092462,0.000856164383561716,1940.8836213397137,-800.025367168797,658.0772763463577,-1458.1026435151548,320010.1468675188,0.012319924483416319
2023-08-16,2023-08-17,0.0585,0.0584,0.0560870533943866,0.0610167550777861,0.0559911780894389,0.0609124529323539,1227649.572649571,71817.50000000009,1278061.6621093892,68870.91444917678,143635.0,143512.23504273506,143509.7155163651,-1.7556178183739918e-05,-2.5195263699570205,-6.88649815529844e-05,7.363441048874623,143502.35207531622,-0.0008547008547007265,1937.565871567041,-802.544893538754,665.4407173952324,-1467.9856109339862,321017.9574155016,0.01231992448346334
2023-08-17,2023-08-18,0.0584,0.0586,0.0559911780894389,0.0609124529323539,0.0561829286993342,0.0611210572232182,1229751.7123287339,71817.50000000194,1128970.4550388805,77713.19493766941,143635.0,143880.95034246575,143870.8636029478,-7.010476017807502e-05,-10.086739517952083,-0.00017263993544764747,14.75285846130827,143856.11074448648,0.0017123287671232295,1866.4475773424747,-812.631633056706,680.1935758565406,-1492.8252089132466,325052.6532226824,0.011837931403715522
2023-08-18,2023-08-20,0.0586,0.0586,0.0561829286993342,0.0611210572232182,0.0561829286993342,0.0611210572232182,1225554.6075085062,71817.50000000156,1225554.6075085064,71817.50000000156,143635.0,143635.0,143635.00000000003,2.0262352808670382e-16,2.9103830456733704e-11,2.0262352808670382e-16,1.9933360517754297e-14,143635.00000000003,0.0,1.1649505526900583e-08,-812.631633056677,680.1935758565406,-1492.8252089132175,325052.6532226708,7.40082416771454e-14
2023-08-20,2023-08-21,0.0586,0.0587,0.0561829286993342,0.0611210572232182,0.0562788040042819,0.0612253593686503,1225554.6075085062,71817.50000000156,1175442.9727674942,74756.54630953881,143635.0,143757.55546075088,143755.0488109907,-1.7436647083669464e-05,-2.506649760180153,-6.857047838669305e-05,7.350874589453911,143747.69793640124,0.0008532423208193132,1937.689931709503,-815.1382828168571,687.5444504459946,-1502.6827332628518,326055.31312674284,0.012299686705332184
2023-08-21,2023-08-22,0.0587,0.059,0.0562788040042819,0.0612253593686503,0.0565664299191249,0.0615382658049466,1223466.780238476,71817.50000000143,1074024.5044259995,80612.14936353962,143634.99999999997,144002.0400340715,143979.5951246736,-0.0001558652182469746,-22.444909397920128,-0.0003087661068455881,22.018039881215564,143957.57708479237,0.002555366269165192,170.7478066818254,-837.5831922147772,709.5624903272102,-1547.1456825419873,335033.2768859109,0.0010821489910584224
2023-08-22,2023-08-23,0.059,0.0593,0.0565664299191249,0.0615382658049466,0.0568540558339679,0.061851172241243,1217245.7627118342,71817.50000000178,1069316.5053626534,80567.48743684114,143635.0,144000.17372881353,143977.9562048465,-0.00015428817474118597,-22.21752396703232,-0.0003064133378348922,21.906049914029165,143956.05015493248,0.0025423728813557538,124.58962120126245,-859.8007161818095,731.4685402412393,-1591.2692564230488,343920.2864727238,0.0007896210804965231
2023-08-23,2023-08-24,0.0593,0.0595,0.0568540558339679,0.061851172241243,0.0570458064438633,0.0620597765321072,1211087.689713302,71817.50000000118,1113338.5471046746,77623.79084290551,143635.0,143877.21753794263,143867.43439563364,-6.799646585058283e-05,-9.783142308995593,-0.00016897786938190566,14.528923363167701,143852.90547227048,0.0016863406408092283,1898.312421668843,-869.5838584908051,745.997463604407,-1615.5813220952123,347833.54339632206,0.012040320952754766
2023-08-24,2023-08-25,0.0595,0.0595,0.0570458064438633,0.0620597765321072,0.0570458064438633,0.0620597765321072,1207016.8067226799,71817.50000000055,1207016.8067226799,71817.50000000055,143635.0,143635.0,143635.0,0.0,0.0,0.0,0.0,143635.0,0.0,0.0,-869.5838584908051,745.997463604407,-1615.5813220952123,347833.54339632206,0.0
2023-08-25,2023-08-27,0.0595,0.0597,0.0570458064438633,0.0620597765321072,0.0572375570537586,0.0622683808229714,1207016.8067226799,71817.50000000055,1109922.8737716565,77604.29025841164,143635.0,143876.40336134454,143866.68582257954,-6.754087910152859e-05,-9.717538764991332,-0.00016818337396381488,14.480080186085134,143852.20574239345,0.001680672268907546,1905.0165684375208,-879.3013972557965,760.4775437904922,-1639.7789410462888,351720.5589023186,0.01208290584272576
2023-08-27,2023-08-28,0.0597,0.0598,0.0572375570537586,0.0622683808229714,0.0573334323587063,0.0623726829684035,1202973.199329955,71817.50000000167,1154690.0748749597,74702.41567608026,143635.0,143755.297319933,143752.88215360284,-1.6800537963970766e-05,-2.415166330145439,-6.69929620301082e-05,7.215426844837152,143745.666726758,0.0008375209380233668,1920.1042058766852,-881.7165635859419,767.6929706353293,-1649.4095342212713,352686.62543437677,0.012188243196336938
2023-08-28,2023-08-29,0.0598,0.0595,0.0573334323587063,0.0623726829684035,0.0570458064438633,0.0620597765321072,1200961.5384615168,71817.5000000013,1346054.3555960685,63162.74082249818,143635.0,143274.71153846156,143252.97498046426,-0.00015171245339734918,-21.736557997297496,-0.00030256208792612583,21.612937872782922,143231.36204259147,-0.002508361204013222,49.44804980582944,-903.4531215832394,789.3059085081122,-1692.7590300913516,361381.24863329576,0.00031497667293801517
2023-08-29,2023-08-30,0.0595,0.0597,0.0570458064438633,0.0620597765321072,0.0572375570537586,0.0622683808229714,1207016.8067226799,71817.50000000055,1109922.8737716565,77604.29025841164,143635.0,143876.40336134454,143866.68582257954,-6.754087910152859e-05,-9.717538764991332,-0.00016818337396381488,14.480080186085134,143852.20574239345,0.001680672268907546,1905.0165684375208,-913.1706603482307,803.7859886941974,-1716.9566490424281,365268.2641392923,0.01208290584272576
2023-08-30,2023-08-31,0.0597,0.0594,0.0572375570537586,0.0622683808229714,0.0569499311389156,0.0619554743866751,1202973.199329955,71817.50000000167,1348553.4183973505,63148.22545714217,143635.0,143274.108040201,143252.29850994478,-0.00015222241167335874,-21.809530256228754,-0.00030332543759101807,21.649151260538474,143230.64935868426,-0.002512562814070303,64.15159827611205,-934.9801906044595,825.4351399547359,-1760.4153305591954,373992.0762417838,0.0004086380046662109
2023-08-31,2023-09-01,0.0594,0.0586,0.0569499311389156,0.0619554743866751,0.0561829286993342,0.0611210572232182,1209048.8215488077,71817.50000000083,1603706.3841721192,48533.2389402732,143635.0,142667.76094276097,142510.43305275938,-0.0011027571258001826,-157.32789000158664,-0.0015098337043839365,58.07670399879135,142452.3563487606,-0.006734006734006535,39700.47440111812,-1092.3080806060461,883.5118439535272,-1975.8199245595733,436923.23224241845,0.2542037247027988
2023-09-01,2023-09-03,0.0586,0.0585,0.0561829286993342,0.0611210572232182,0.0560870533943866,0.0610167550777861,1225554.6075085062,71817.50000000156,1275794.6787722732,68875.94490009725,143635.0,143512.44453924918,143509.93360827526,-1.7496259519384928e-05,-2.51093097392004,-6.871742742676091e-05,7.350875018532686,143502.5827332567,-0.0008532423208189079,1935.9776178450584,-1094.8190115799662,890.8627189720598,-1985.681730552026,437927.60463198647,0.01230980693716765
2023-09-03,2023-09-04,0.0585,0.0584,0.0560870533943866,0.0610167550777861,0.0559911780894389,0.0609124529323539,1227649.572649571,71817.50000000009,1278061.6621093892,68870.91444917678,143635.0,143512.23504273506,143509.7155163651,-1.7556178183739918e-05,-2.5195263699570205,-6.88649815529844e-05,7.363441048874623,143502.35207531622,-0.0008547008547007265,1937.565871567041,-1097.3385379499232,898.2261600209345,-1995.5646979708577,438935.4151799693,0.01231992448346334
2023-09-04,2023-09-05,0.0584,0.0578,0.0559911780894389,0.0609124529323539,0.0554159262597529,0.0602866400597613,1229751.7123287339,71817.50000000194,1535227.6954644935,54069.58198068985,143635.0,142897.14897260274,142805.74277853756,-0.0006396642250903038,-91.40619406517362,-0.0009495603572310492,44.28327376056115,142761.459504777,-0.0051369863013698905,18849.16812184499,-1188.7447320150968,942.5094337814957,-2131.2541657965926,475497.8928060387,0.12044239661886019
2023-09-05,2023-09-06,0.0578,0.057,0.0554159262597529,0.0602866400597613,0.0546489238201715,0.0594522228963044,1242517.3010380573,71817.50000000029,1659444.8732481974,47886.43844591739,143635.0,142640.98615916958,142474.79622106464,-0.001165092464514351,-166.1899381049443,-0.0015835416948086526,59.688010866714286,142415.1082101979,-0.006920415224913282,42600.77089529201,-1354.9346701200411,1002.19744464821,-2357.132114768251,541973.8680480164,0.2728426674261607
