date_start,date_end,price_start,price_end,range_start_min,range_start_max,range_end_min,range_end_max,amount0_start,amount1_start,amount0_end,amount1_end,value_start,value_hold,value_end,il,il_value,il_net,rebalance_cost,net_value_after_cost,day_volum_expected,cumulative_il,cumulative_rebalance_cost,cumulative_il_net,cumulative_volum,min_apr_required
2023-09-24,2023-09-25,6.50872168706066e-05,6.50118971771834e-05,6.391133307018042e-05,6.783094573826771e-05,6.383737412333093e-05,6.775245096950584e-05,2766199894.959757,79955.74752930508,2844597050.4885054,74856.0481448664,260000.0,259791.6506719643,259788.69910174428,-1.1361297456616845e-05,-2.95157022002968,-2.1174639994251714e-05,2.5494244564734023,259786.14967728782,804.2915271125554,-2.95157022002968,2.5494244564734023,-5.500994676503082,11001.989353006165,0.0005650099646580657
2023-09-25,2023-09-26,6.50118971771834e-05,6.48592554157478e-05,6.391133307018042e-05,6.783094573826771e-05,6.368749003050016e-05,6.759337464799226e-05,2766199894.959757,79955.74752930508,3003894154.779642,64512.00602003176,259791.6506719643,259369.41304751468,259342.3442467564,-0.00010436388948191273,-27.068800758279394,-0.0001341226183569017,7.7185040413401005,259334.62574271506,38700.59343387859,-30.020370978309074,10.267928497813504,-40.288299476122575,80576.59895224514,0.027233725839089146
2023-09-26,2023-09-27,6.48592554157478e-05,6.44786897930234e-05,6.368749003050016e-05,6.759337464799226e-05,6.331379981238326e-05,6.719676641451707e-05,2775922284.5931935,79955.7475293039,3176242959.778524,54067.53282090385,260000.0,258943.57940712926,258867.5173317378,-0.0002937399551115336,-76.06207539146999,-0.00034369741747934234,12.936164123623941,258854.58116761417,126251.8225356921,-106.08244636977906,23.204092621437447,-129.2865389912165,258573.077982433,0.08900675469157802
2023-09-27,2023-09-28,6.44786897930234e-05,6.41724956683566e-05,6.368749003050016e-05,6.759337464799226e-05,6.301313747611197e-05,6.687766478359406e-05,2775922284.5931935,79955.7475293039,3500913402.3907804,33182.9733088983,258943.57940712926,258093.60831305519,257845.32345911223,-0.0009619953611629025,-248.28485394295421,-0.001052545495126391,23.3704108078777,257821.95304830436,449828.886270153,-354.3673003127333,46.57450342931514,-400.9418037420484,801883.6074840968,0.3183837916584162
2023-09-28,2023-09-29,6.41724956683566e-05,6.45744543458608e-05,6.301313747611197e-05,6.687766478359406e-05,6.340783425611858e-05,6.729656788859264e-05,2805629586.250867,79955.74752930312,2377618324.8436704,107508.18548492162,260000.0,261127.74715805607,261041.59145442126,-0.00032993699280322333,-86.15570363480947,-0.0003827615602617181,13.79396029503641,261027.79749412622,144723.4866795461,-440.52300394754275,60.36846372435156,-500.8914676718943,1001782.9353437886,0.1011794180837608
2023-09-29,2023-10-01,6.45744543458608e-05,6.45182102648473e-05,6.301313747611197e-05,6.687766478359406e-05,6.335260629634845e-05,6.72379528580113e-05,2805629586.250867,79955.74752930312,2437267040.164543,103658.08004965384,261127.74715805607,260969.9471003131,260906.18741857185,-0.0002443181004161106,-63.759681741241366,-0.00028977863048516676,11.863832127281205,260894.32358644457,103791.69922792031,-504.2826856887841,72.23229585163276,-576.5149815404169,1153029.9630808337,0.07260075085420196
2023-10-01,2023-10-02,6.45182102648473e-05,6.45340320217867e-05,6.335260629634845e-05,6.72379528580113e-05,6.33681422130173e-05,6.725444157558197e-05,2790595891.1695724,79955.7475293026,2773853547.4081197,81036.06602295817,260000.0,260044.15212990617,260044.0196751404,-5.093549103145485e-07,-0.13245476578595117,-2.5866171001421407e-06,0.540179884897369,260043.47949525548,815.4502382228357,-504.41514045457006,72.77247573653013,-577.1876161911002,1154375.2323822004,0.0005722864485081422
2023-10-02,2023-10-03,6.45340320217867e-05,6.42425799820121e-05,6.335260629634845e-05,6.72379528580113e-05,6.308195562702379e-05,6.695070347698481e-05,2790595891.1695724,79955.7475293026,3083255372.7651687,61114.25763669366,260044.15212990617,259230.82726523816,259190.53752652853,-0.00015542032224588595,-40.28973870963091,-0.0001917431435268534,9.41599500925986,259181.12153151925,61747.4874007421,-544.704879164201,82.18847074578999,-626.893349909991,1253786.699819982,0.04347734511520138
2023-10-03,2023-10-04,6.42425799820121e-05,6.39549756971092e-05,6.308195562702379e-05,6.695070347698481e-05,6.279954728129006e-05,6.66509753340205e-05,2802568833.958839,79955.74752930494,3110615593.550746,60210.37641193094,260000.00000000003,259193.96919461814,259149.7211005178,-0.0001707142115914989,-44.24809410033049,-0.00020878433077039217,9.867545297702,259139.85355522012,68761.09760525697,-588.9529732645315,92.05601604349198,-681.0089893080235,1362017.978616047,0.04842336028635735
2023-10-04,2023-10-05,6.39549756971092e-05,6.40861317610869e-05,6.308195562702379e-05,6.695070347698481e-05,6.292833384326147e-05,6.678766023601288e-05,2802568833.958839,79955.74752930494,2969879960.6846232,69220.34483058844,259193.96919461814,259561.54309190676,259548.4633056348,-5.039184971762728e-05,-13.079786271962803,-7.10650092579245e-05,5.365957190859825,259543.09734844393,15427.658162205957,-602.0327595364943,97.42197323435181,-699.454732770846,1398909.465541692,0.010847868558894533
